date,store,category,units_sold,price,revenue,promotion,temperature,holiday
2022-04-27,Store_C,Electronics,108,247.86,26768.88,0,26.0,0
2022-04-27,Store_C,Clothing,70,47.9,3353.0,0,14.6,0
2022-04-27,Store_C,Groceries,165,11.76,1940.4,0,15.4,0
2022-04-27,Store_C,Furniture,36,296.49,10673.64,0,24.7,0
2022-04-27,Store_C,Toys,52,24.95,1297.4,0,22.4,0
2022-04-28,Store_A,Electronics,160,236.06,37769.6,0,19.9,0
2022-04-28,Store_A,Clothing,114,49.43,5635.02,0,22.1,0
2022-04-28,Store_A,Groceries,242,11.98,2899.16,0,32.8,0
2022-04-28,Store_A,Furniture,45,272.96,12283.2,0,27.9,0
2022-04-28,Store_A,Toys,84,24.55,2062.2,0,32.4,0
2022-04-28,Store_B,Electronics,116,228.98,26561.68,0,29.0,0
2022-04-28,Store_B,Clothing,77,47.42,3651.34,0,33.1,0
2022-04-28,Store_B,Groceries,260,11.09,2883.4,0,27.4,0
2022-04-28,Store_B,Furniture,47,298.52,14030.44,0,14.2,0
2022-04-28,Store_B,Toys,77,23.32,1795.64,1,22.3,0
2022-04-28,Store_C,Electronics,97,261.44,25359.68,0,27.5,0
2022-04-28,Store_C,Clothing,97,41.07,3983.79,1,26.1,0
2022-04-28,Store_C,Groceries,181,12.07,2184.67,0,29.0,0
2022-04-28,Store_C,Furniture,31,272.32,8441.92,0,30.9,0
2022-04-28,Store_C,Toys,47,24.84,1167.48,0,25.7,0
2022-04-29,Store_A,Electronics,162,226.64,36715.68,0,23.5,0
2022-04-29,Store_A,Clothing,137,46.23,6333.51,1,25.5,0
2022-04-29,Store_A,Groceries,378,12.62,4770.36,1,33.2,0
2022-04-29,Store_A,Furniture,44,282.66,12437.04,0,30.6,0
2022-04-29,Store_A,Toys,72,26.41,1901.52,0,36.7,0
2022-04-29,Store_B,Electronics,109,266.93,29095.37,0,30.4,0
2022-04-29,Store_B,Clothing,89,43.33,3856.37,0,20.3,0
2022-04-29,Store_B,Groceries,226,11.89,2687.14,0,34.0,0
2022-04-29,Store_B,Furniture,33,325.35,10736.55,0,32.8,0
2022-04-29,Store_B,Toys,61,23.79,1451.19,0,25.2,0
2022-04-29,Store_C,Electronics,86,247.41,21277.26,0,29.9,0
2022-04-29,Store_C,Clothing,91,47.45,4317.95,0,20.8,0
2022-04-29,Store_C,Groceries,185,12.95,2395.75,0,24.9,0
2022-04-29,Store_C,Furniture,31,294.63,9133.53,0,13.7,0
2022-04-29,Store_C,Toys,56,23.64,1323.84,0,25.9,0
2022-04-30,Store_A,Electronics,184,257.11,47308.24,0,22.7,0
2022-04-30,Store_A,Clothing,154,41.39,6374.06,0,21.4,0
2022-04-30,Store_A,Groceries,292,13.14,3836.88,0,24.1,0
2022-04-30,Store_A,Furniture,63,271.87,17127.81,0,23.7,0
2022-04-30,Store_A,Toys,129,25.97,3350.13,1,35.2,0
2022-04-30,Store_B,Electronics,205,236.72,48527.6,0,16.7,0
2022-04-30,Store_B,Clothing,95,42.81,4066.95,0,23.1,0
2022-04-30,Store_B,Groceries,215,12.17,2616.55,0,13.0,0
2022-04-30,Store_B,Furniture,50,311.15,15557.5,0,30.5,0
2022-04-30,Store_B,Toys,78,25.43,1983.54,0,6.6,0
2022-04-30,Store_C,Electronics,125,232.09,29011.25,0,23.5,0
2022-04-30,Store_C,Clothing,94,46.45,4366.3,0,33.8,0
2022-04-30,Store_C,Groceries,234,13.14,3074.76,0,25.6,0
2022-04-30,Store_C,Furniture,51,281.46,14354.46,0,13.5,0
2022-04-30,Store_C,Toys,61,27.44,1673.84,0,24.0,0
2022-05-01,Store_A,Electronics,192,255.22,49002.24,0,13.6,0
2022-05-01,Store_A,Clothing,116,47.43,5501.88,0,25.0,0
2022-05-01,Store_A,Groceries,379,12.39,4695.81,1,19.7,0
2022-05-01,Store_A,Furniture,65,284.53,18494.45,0,14.7,0
2022-05-01,Store_A,Toys,99,25.64,2538.36,0,18.5,0
2022-05-01,Store_B,Electronics,155,225.01,34876.55,0,29.0,0
2022-05-01,Store_B,Clothing,119,45.98,5471.62,0,27.5,0
2022-05-01,Store_B,Groceries,280,10.95,3066.0,0,24.2,0
2022-05-01,Store_B,Furniture,55,287.27,15799.85,0,19.6,0
2022-05-01,Store_B,Toys,84,24.37,2047.08,0,23.2,0
2022-05-01,Store_C,Electronics,145,237.61,34453.45,0,26.1,0
2022-05-01,Store_C,Clothing,91,48.99,4458.09,0,29.1,0
2022-05-01,Store_C,Groceries,243,11.72,2847.96,0,21.3,0
2022-05-01,Store_C,Furniture,56,277.6,15545.6,1,4.1,0
2022-05-01,Store_C,Toys,65,24.32,1580.8,0,22.4,0
2022-05-02,Store_A,Electronics,156,234.74,36619.44,0,29.2,0
2022-05-02,Store_A,Clothing,96,43.19,4146.24,0,32.2,0
2022-05-02,Store_A,Groceries,228,12.55,2861.4,0,21.3,0
2022-05-02,Store_A,Furniture,38,326.17,12394.46,0,27.7,0
2022-05-02,Store_A,Toys,66,24.47,1615.02,0,20.0,0
2022-05-02,Store_B,Electronics,109,240.83,26250.47,0,33.0,0
2022-05-02,Store_B,Clothing,89,41.09,3657.01,0,14.8,0
2022-05-02,Store_B,Groceries,254,11.71,2974.34,1,31.5,0
2022-05-02,Store_B,Furniture,37,273.51,10119.87,0,21.1,0
2022-05-02,Store_B,Toys,62,26.3,1630.6,0,22.5,0
2022-05-02,Store_C,Electronics,81,250.33,20276.73,0,29.9,0
2022-05-02,Store_C,Clothing,72,47.1,3391.2,0,27.4,0
2022-05-02,Store_C,Groceries,176,12.95,2279.2,0,8.8,0
2022-05-02,Store_C,Furniture,35,277.55,9714.25,0,45.0,0
2022-05-02,Store_C,Toys,51,24.76,1262.76,0,35.6,0
2022-05-03,Store_A,Electronics,163,252.4,41141.2,0,30.3,0
2022-05-03,Store_A,Clothing,122,41.87,5108.14,0,34.5,0
2022-05-03,Store_A,Groceries,278,11.79,3277.62,0,15.3,0
2022-05-03,Store_A,Furniture,54,305.45,16494.3,0,22.9,0
2022-05-03,Store_A,Toys,83,27.41,2275.03,0,28.9,0
2022-05-03,Store_B,Electronics,108,234.17,25290.36,0,36.4,0
2022-05-03,Store_B,Clothing,85,46.76,3974.6,0,22.6,0
2022-05-03,Store_B,Groceries,241,12.21,2942.61,0,,0
2022-05-03,Store_B,Furniture,39,295.35,11518.65,0,24.4,0
2022-05-03,Store_B,Toys,59,27.38,1615.42,0,31.5,0
2022-05-03,Store_C,Electronics,95,267.36,25399.2,0,24.7,0
2022-05-03,Store_C,Clothing,78,45.09,3517.02,0,28.7,0
2022-05-03,Store_C,Groceries,154,12.35,1901.9,0,31.6,0
2022-05-03,Store_C,Furniture,31,282.89,8769.59,0,16.8,0
2022-05-03,Store_C,Toys,40,25.04,1001.6,0,23.6,0
2022-05-04,Store_A,Electronics,125,255.26,31907.5,0,18.5,0
2022-05-04,Store_A,Clothing,111,47.22,5241.42,0,34.3,0
2022-05-04,Store_A,Groceries,241,12.47,3005.27,0,13.8,0
2022-05-04,Store_A,Furniture,49,319.52,15656.48,0,33.9,0
2022-05-04,Store_A,Toys,72,25.6,1843.2,0,35.8,0
2022-05-04,Store_B,Electronics,123,248.12,30518.76,0,30.7,0
2022-05-04,Store_B,Clothing,95,47.57,4519.15,0,35.3,0
2022-05-04,Store_B,Groceries,251,11.92,2991.92,0,21.2,0
2022-05-04,Store_B,Furniture,42,272.96,11464.32,0,34.2,0
2022-05-04,Store_B,Toys,63,24.09,1517.67,0,10.7,0
2022-05-04,Store_C,Electronics,96,232.93,22361.28,0,27.0,0
2022-05-04,Store_C,Clothing,86,44.58,3833.88,0,25.8,0
2022-05-04,Store_C,Groceries,150,12.7,1905.0,0,27.2,0
2022-05-04,Store_C,Furniture,37,296.22,10960.14,0,20.0,0
2022-05-04,Store_C,Toys,47,24.44,1148.68,0,20.1,0
2022-05-05,Store_A,Electronics,129,246.17,31755.93,0,25.5,0
2022-05-05,Store_A,Clothing,110,48.17,5298.7,0,11.4,0
2022-05-05,Store_A,Groceries,319,11.6,3700.4,1,26.5,0
2022-05-05,Store_A,Furniture,53,275.38,14595.14,0,32.7,0
2022-05-05,Store_A,Toys,80,24.75,1980.0,0,25.0,0
2022-05-05,Store_B,Electronics,106,251.92,26703.52,0,23.2,0
2022-05-05,Store_B,Clothing,70,42.67,2986.9,0,26.5,0
2022-05-05,Store_B,Groceries,193,13.15,2537.95,0,8.6,0
2022-05-05,Store_B,Furniture,42,272.88,11460.96,0,36.6,0
2022-05-05,Store_B,Toys,52,23.25,1209.0,0,28.7,0
2022-05-05,Store_C,Electronics,95,225.58,21430.1,0,18.9,0
2022-05-05,Store_C,Clothing,68,49.37,3357.16,0,21.9,0
2022-05-05,Store_C,Groceries,158,12.21,1929.18,0,24.7,0
2022-05-05,Store_C,Furniture,30,294.84,8845.2,0,19.6,0
2022-05-05,Store_C,Toys,52,24.58,1278.16,0,17.5,0
2022-05-06,Store_A,Electronics,152,267.93,40725.36,0,22.2,0
2022-05-06,Store_A,Clothing,105,41.54,4361.7,0,39.5,0
2022-05-06,Store_A,Groceries,303,11.14,3375.42,1,37.3,0
2022-05-06,Store_A,Furniture,75,289.8,21735.0,1,20.0,0
2022-05-06,Store_A,Toys,113,23.76,2684.88,1,3.3,0
2022-05-06,Store_B,Electronics,115,225.76,25962.4,0,17.6,0
2022-05-06,Store_B,Clothing,96,42.04,4035.84,0,30.6,0
2022-05-06,Store_B,Groceries,214,12.36,2645.04,0,26.0,0
2022-05-06,Store_B,Furniture,45,284.88,12819.6,0,31.2,0
2022-05-06,Store_B,Toys,58,25.07,1454.06,0,20.6,0
2022-05-06,Store_C,Electronics,106,231.75,24565.5,0,24.6,0
2022-05-06,Store_C,Clothing,74,49.3,3648.2,0,26.1,0
2022-05-06,Store_C,Groceries,136,11.56,1572.16,0,19.4,0
2022-05-06,Store_C,Furniture,34,328.33,11163.22,0,19.4,0
2022-05-06,Store_C,Toys,48,25.48,1223.04,0,28.7,0
2022-05-07,Store_A,Electronics,212,257.58,54606.96,0,34.0,0
2022-05-07,Store_A,Clothing,162,42.77,6928.74,0,23.8,0
2022-05-07,Store_A,Groceries,314,11.82,3711.48,0,15.7,0
2022-05-07,Store_A,Furniture,73,271.35,19808.55,0,22.7,0
2022-05-07,Store_A,Toys,110,25.68,2824.8,0,27.3,0
2022-05-07,Store_B,Electronics,178,241.19,42931.82,0,24.4,0
2022-05-07,Store_B,Clothing,127,46.57,5914.39,0,33.7,0
2022-05-07,Store_B,Groceries,255,12.03,3067.65,0,34.6,0
2022-05-07,Store_B,Furniture,48,275.74,13235.52,0,39.3,0
2022-05-07,Store_B,Toys,81,25.9,2097.9,0,19.6,0
2022-05-07,Store_C,Electronics,139,266.41,37030.99,0,27.7,0
2022-05-07,Store_C,Clothing,80,45.38,3630.4,0,21.9,0
2022-05-07,Store_C,Groceries,193,11.73,2263.89,0,17.6,0
2022-05-07,Store_C,Furniture,38,274.19,10419.22,0,29.1,0
2022-05-07,Store_C,Toys,70,22.81,1596.7,0,18.9,0
2022-05-08,Store_A,Electronics,156,236.08,36828.48,0,5.9,0
2022-05-08,Store_A,Clothing,175,47.37,8289.75,0,26.3,0
2022-05-08,Store_A,Groceries,349,10.82,3776.18,0,23.4,0
2022-05-08,Store_A,Furniture,50,302.57,15128.5,0,28.3,0
2022-05-08,Store_A,Toys,112,25.78,2887.36,0,20.0,0
2022-05-08,Store_B,Electronics,125,232.73,29091.25,0,15.7,0
2022-05-08,Store_B,Clothing,131,42.75,5600.25,0,27.6,0
2022-05-08,Store_B,Groceries,301,12.99,3909.99,0,25.1,0
2022-05-08,Store_B,Furniture,57,306.27,17457.39,0,21.6,0
2022-05-08,Store_B,Toys,71,25.93,1841.03,0,30.5,0
2022-05-08,Store_C,Electronics,140,245.46,34364.4,0,20.1,0
2022-05-08,Store_C,Clothing,111,44.61,4951.71,0,37.6,0
2022-05-08,Store_C,Groceries,194,11.82,2293.08,0,17.7,0
2022-05-08,Store_C,Furniture,39,296.95,11581.05,0,24.0,0
2022-05-08,Store_C,Toys,62,23.57,1461.34,0,14.6,0
2022-05-09,Store_A,Electronics,136,254.19,34569.84,0,8.1,0
2022-05-09,Store_A,Clothing,89,42.33,3767.37,0,13.2,0
2022-05-09,Store_A,Groceries,297,12.0,3564.0,0,39.7,0
2022-05-09,Store_A,Furniture,53,280.65,14874.45,0,20.2,0
2022-05-09,Store_A,Toys,88,23.18,2039.84,1,24.9,0
2022-05-09,Store_B,Electronics,129,241.28,31125.12,0,19.0,0
2022-05-09,Store_B,Clothing,96,41.79,4011.84,0,15.6,0
2022-05-09,Store_B,Groceries,195,12.21,2380.95,0,22.9,0
2022-05-09,Store_B,Furniture,49,281.28,13782.72,0,18.2,0
2022-05-09,Store_B,Toys,77,22.56,1737.12,0,28.5,0
2022-05-09,Store_C,Electronics,174,254.47,44277.78,1,17.1,0
2022-05-09,Store_C,Clothing,92,47.96,4412.32,1,19.0,0
2022-05-09,Store_C,Groceries,165,12.01,1981.65,0,38.5,0
2022-05-09,Store_C,Furniture,31,313.41,9715.71,0,32.2,0
2022-05-09,Store_C,Toys,59,24.63,1453.17,0,27.1,0
2022-05-10,Store_A,Electronics,165,249.79,41215.35,0,18.6,0
2022-05-10,Store_A,Clothing,116,44.0,5104.0,0,30.3,0
2022-05-10,Store_A,Groceries,214,11.32,2422.48,0,17.8,0
2022-05-10,Store_A,Furniture,48,314.6,15100.8,0,12.0,0
2022-05-10,Store_A,Toys,69,27.41,1891.29,0,23.5,0
2022-05-10,Store_B,Electronics,105,254.54,26726.7,0,39.4,0
2022-05-10,Store_B,Clothing,102,40.99,4180.98,0,53.2,0
2022-05-10,Store_B,Groceries,181,11.05,2000.05,0,,0
2022-05-10,Store_B,Furniture,38,280.41,10655.58,0,16.0,0
2022-05-10,Store_B,Toys,68,24.96,1697.28,0,25.4,0
2022-05-10,Store_C,Electronics,95,265.21,25194.95,0,27.3,0
2022-05-10,Store_C,Clothing,68,42.03,2858.04,0,17.9,0
2022-05-10,Store_C,Groceries,154,11.79,1815.66,0,34.3,0
2022-05-10,Store_C,Furniture,36,321.47,11572.92,0,14.7,0
2022-05-10,Store_C,Toys,58,24.86,1441.88,0,24.7,0
2022-05-11,Store_A,Electronics,155,258.41,40053.55,0,19.3,0
2022-05-11,Store_A,Clothing,112,44.13,4942.56,0,16.0,0
2022-05-11,Store_A,Groceries,229,11.94,2734.26,0,31.8,0
2022-05-11,Store_A,Furniture,54,329.52,17794.08,0,28.8,0
2022-05-11,Store_A,Toys,71,26.34,1870.14,0,14.6,0
2022-05-11,Store_B,Electronics,140,242.31,33923.4,0,32.7,0
2022-05-11,Store_B,Clothing,76,43.72,3322.72,0,32.2,0
2022-05-11,Store_B,Groceries,199,13.18,2622.82,0,30.6,0
2022-05-11,Store_B,Furniture,35,289.74,10140.9,0,19.7,0
2022-05-11,Store_B,Toys,62,24.55,1522.1,0,39.4,0
2022-05-11,Store_C,Electronics,176,227.09,39967.84,1,25.8,0
2022-05-11,Store_C,Clothing,116,40.94,4749.04,1,26.9,0
2022-05-11,Store_C,Groceries,168,12.9,2167.2,0,29.3,0
2022-05-11,Store_C,Furniture,32,272.69,8726.08,0,31.6,0
2022-05-11,Store_C,Toys,44,25.95,1141.8,0,24.6,0
2022-05-12,Store_A,Electronics,177,228.22,40394.94,0,34.3,0
2022-05-12,Store_A,Clothing,115,47.85,5502.75,0,33.0,0
2022-05-12,Store_A,Groceries,287,12.47,3578.89,0,9.4,0
2022-05-12,Store_A,Furniture,48,291.01,13968.48,0,19.6,0
2022-05-12,Store_A,Toys,64,23.57,1508.48,0,41.7,0
2022-05-12,Store_B,Electronics,131,240.98,31568.38,0,32.7,0
2022-05-12,Store_B,Clothing,87,46.78,4069.86,0,22.6,0
2022-05-12,Store_B,Groceries,207,12.8,2649.6,0,28.2,0
2022-05-12,Store_B,Furniture,44,278.4,12249.6,0,10.8,0
2022-05-12,Store_B,Toys,66,27.22,1796.52,0,23.1,0
2022-05-12,Store_C,Electronics,115,262.77,30218.55,0,35.8,0
2022-05-12,Store_C,Clothing,76,46.16,3508.16,0,25.3,0
2022-05-12,Store_C,Groceries,160,12.66,2025.6,0,28.2,0
2022-05-12,Store_C,Furniture,37,298.97,11061.89,0,25.4,0
2022-05-12,Store_C,Toys,46,25.35,1166.1,0,25.3,0
2022-05-13,Store_A,Electronics,153,266.4,40759.2,0,16.0,0
2022-05-13,Store_A,Clothing,96,41.98,4030.08,0,20.7,0
2022-05-13,Store_A,Groceries,288,12.4,3571.2,0,34.8,0
2022-05-13,Store_A,Furniture,41,323.61,13268.01,0,17.5,0
2022-05-13,Store_A,Toys,80,24.45,1956.0,0,21.7,0
2022-05-13,Store_B,Electronics,130,271.54,35300.2,0,12.8,0
2022-05-13,Store_B,Clothing,93,47.92,4456.56,0,24.3,0
2022-05-13,Store_B,Groceries,227,11.57,2626.39,0,28.2,0
2022-05-13,Store_B,Furniture,42,321.19,13489.98,0,11.2,0
2022-05-13,Store_B,Toys,74,22.56,1669.44,0,30.5,0
2022-05-13,Store_C,Electronics,92,261.81,24086.52,0,25.9,0
2022-05-13,Store_C,Clothing,71,45.87,3256.77,0,23.4,0
2022-05-13,Store_C,Groceries,185,12.13,2244.05,0,17.5,0
2022-05-13,Store_C,Furniture,35,289.97,10148.95,0,35.0,0
2022-05-13,Store_C,Toys,52,25.27,1314.04,0,23.7,0
2022-05-14,Store_A,Electronics,178,254.38,45279.64,0,19.8,0
2022-05-14,Store_A,Clothing,147,44.79,6584.13,0,9.9,0
2022-05-14,Store_A,Groceries,325,13.15,4273.75,0,31.9,0
2022-05-14,Store_A,Furniture,55,296.16,16288.8,0,34.5,0
2022-05-14,Store_A,Toys,123,25.39,3122.97,0,24.5,0
2022-05-14,Store_B,Electronics,158,243.35,38449.3,0,24.0,0
2022-05-14,Store_B,Clothing,122,47.82,5834.04,0,22.6,0
2022-05-14,Store_B,Groceries,217,12.89,2797.13,0,23.8,0
2022-05-14,Store_B,Furniture,48,292.92,14060.16,0,26.3,0
2022-05-14,Store_B,Toys,128,24.63,3152.64,1,17.4,0
2022-05-14,Store_C,Electronics,152,266.66,40532.32,0,22.1,0
2022-05-14,Store_C,Clothing,88,48.12,4234.56,0,30.5,0
2022-05-14,Store_C,Groceries,205,11.56,2369.8,0,24.6,0
2022-05-14,Store_C,Furniture,43,304.28,13084.04,0,30.0,0
2022-05-14,Store_C,Toys,64,25.24,1615.36,0,23.5,0
2022-05-15,Store_A,Electronics,186,272.53,50690.58,0,29.1,0
2022-05-15,Store_A,Clothing,137,42.31,5796.47,0,35.8,0
2022-05-15,Store_A,Groceries,324,11.91,3858.84,0,11.6,0
2022-05-15,Store_A,Furniture,66,277.91,18342.06,0,28.8,0
2022-05-15,Store_A,Toys,110,25.09,2759.9,0,19.1,0
2022-05-15,Store_B,Electronics,147,263.16,38684.52,0,30.3,0
2022-05-15,Store_B,Clothing,135,44.73,6038.55,0,18.8,0
2022-05-15,Store_B,Groceries,276,11.13,3071.88,0,24.5,0
2022-05-15,Store_B,Furniture,49,306.73,15029.77,0,24.1,0
2022-05-15,Store_B,Toys,89,26.01,2314.89,0,25.3,0
2022-05-15,Store_C,Electronics,127,229.31,29122.37,0,29.8,0
2022-05-15,Store_C,Clothing,108,47.63,5144.04,0,17.3,0
2022-05-15,Store_C,Groceries,222,11.5,2553.0,0,22.1,0
2022-05-15,Store_C,Furniture,43,313.04,13460.72,0,30.5,0
2022-05-15,Store_C,Toys,62,24.81,1538.22,0,8.8,0
2022-05-16,Store_A,Electronics,148,274.3,40596.4,0,32.9,0
2022-05-16,Store_A,Clothing,117,48.56,5681.52,0,24.2,0
2022-05-16,Store_A,Groceries,252,12.24,3084.48,0,25.5,0
2022-05-16,Store_A,Furniture,41,314.77,12905.57,0,26.3,0
2022-05-16,Store_A,Toys,65,25.26,1641.9,0,34.2,0
2022-05-16,Store_B,Electronics,108,255.87,27633.96,0,21.7,0
2022-05-16,Store_B,Clothing,122,45.1,5502.2,1,37.4,0
2022-05-16,Store_B,Groceries,230,11.78,2709.4,0,6.8,0
2022-05-16,Store_B,Furniture,41,299.83,12293.03,0,16.0,0
2022-05-16,Store_B,Toys,63,23.13,1457.19,0,30.3,0
2022-05-16,Store_C,Electronics,101,245.09,24754.09,0,30.8,0
2022-05-16,Store_C,Clothing,72,43.82,3155.04,0,27.2,0
2022-05-16,Store_C,Groceries,177,11.49,2033.73,0,21.5,0
2022-05-16,Store_C,Furniture,30,274.57,8237.1,0,19.9,0
2022-05-16,Store_C,Toys,49,26.49,1298.01,0,25.1,0
2022-05-17,Store_A,Electronics,154,245.39,37790.06,0,19.1,0
2022-05-17,Store_A,Clothing,120,46.99,5638.8,0,39.6,0
2022-05-17,Store_A,Groceries,328,11.86,3890.08,1,44.6,0
2022-05-17,Store_A,Furniture,83,274.57,22789.31,1,25.1,0
2022-05-17,Store_A,Toys,73,25.42,1855.66,0,19.7,0
2022-05-17,Store_B,Electronics,135,241.47,32598.45,0,25.6,0
2022-05-17,Store_B,Clothing,95,41.65,3956.75,0,18.3,0
2022-05-17,Store_B,Groceries,226,11.44,2585.44,0,23.2,0
2022-05-17,Store_B,Furniture,37,314.21,11625.77,0,24.5,0
2022-05-17,Store_B,Toys,80,24.77,1981.6,1,35.9,0
2022-05-17,Store_C,Electronics,119,230.03,27373.57,0,24.7,0
2022-05-17,Store_C,Clothing,82,46.76,3834.32,0,33.4,0
2022-05-17,Store_C,Groceries,116,13.0,1508.0,0,19.9,0
2022-05-17,Store_C,Furniture,33,288.46,9519.18,0,21.6,0
2022-05-17,Store_C,Toys,46,24.02,1104.92,0,34.0,0
2022-05-18,Store_A,Electronics,142,233.45,33149.9,0,27.7,0
2022-05-18,Store_A,Clothing,123,45.06,5542.38,0,36.5,0
2022-05-18,Store_A,Groceries,222,10.91,2422.02,0,17.2,0
2022-05-18,Store_A,Furniture,50,287.35,14367.5,0,9.4,0
2022-05-18,Store_A,Toys,67,24.41,1635.47,0,34.9,0
2022-05-18,Store_B,Electronics,132,252.06,33271.92,0,24.1,0
2022-05-18,Store_B,Clothing,97,41.29,4005.13,0,30.7,0
2022-05-18,Store_B,Groceries,178,12.77,2273.06,0,,0
2022-05-18,Store_B,Furniture,51,302.93,15449.43,0,36.2,0
2022-05-18,Store_B,Toys,89,27.01,2403.89,1,,0
2022-05-18,Store_C,Electronics,138,229.92,31728.96,1,11.1,0
2022-05-18,Store_C,Clothing,70,45.05,3153.5,0,28.3,0
2022-05-18,Store_C,Groceries,158,12.56,1984.48,0,16.9,0
2022-05-18,Store_C,Furniture,30,290.99,8729.7,0,36.4,0
2022-05-18,Store_C,Toys,47,23.0,1081.0,0,34.4,0
2022-05-19,Store_A,Electronics,154,261.27,40235.58,0,23.2,0
2022-05-19,Store_A,Clothing,103,44.36,4569.08,0,30.3,0
2022-05-19,Store_A,Groceries,274,12.74,3490.76,0,31.1,0
2022-05-19,Store_A,Furniture,43,312.99,13458.57,0,21.0,0
2022-05-19,Store_A,Toys,71,27.38,1943.98,0,9.7,0
2022-05-19,Store_B,Electronics,130,252.08,32770.4,0,29.9,0
2022-05-19,Store_B,Clothing,98,49.49,4850.02,0,28.2,0
2022-05-19,Store_B,Groceries,201,12.86,2584.86,0,18.6,0
2022-05-19,Store_B,Furniture,40,282.1,11284.0,0,27.5,0
2022-05-19,Store_B,Toys,70,25.93,1815.1,0,25.6,0
2022-05-19,Store_C,Electronics,100,234.7,23470.0,0,10.3,0
2022-05-19,Store_C,Clothing,77,47.75,3676.75,0,35.9,0
2022-05-19,Store_C,Groceries,164,11.26,1846.64,0,23.5,0
2022-05-19,Store_C,Furniture,31,294.57,9131.67,0,30.6,0
2022-05-19,Store_C,Toys,40,24.0,960.0,0,34.4,0
2022-05-20,Store_A,Electronics,146,268.83,39249.18,0,28.2,0
2022-05-20,Store_A,Clothing,120,45.44,5452.8,0,17.7,0
2022-05-20,Store_A,Groceries,248,10.82,2683.36,0,23.0,0
2022-05-20,Store_A,Furniture,44,271.35,11939.4,0,33.2,0
2022-05-20,Store_A,Toys,72,24.0,1728.0,0,15.6,0
2022-05-20,Store_B,Electronics,125,251.74,31467.5,0,13.6,0
2022-05-20,Store_B,Clothing,89,46.54,4142.06,0,27.4,0
2022-05-20,Store_B,Groceries,176,10.97,1930.72,0,30.0,0
2022-05-20,Store_B,Furniture,41,301.05,12343.05,0,31.3,0
2022-05-20,Store_B,Toys,67,24.51,1642.17,0,21.1,0
2022-05-20,Store_C,Electronics,95,266.43,25310.85,0,28.8,0
2022-05-20,Store_C,Clothing,66,43.12,2845.92,0,16.6,0
2022-05-20,Store_C,Groceries,155,11.35,1759.25,0,14.2,0
2022-05-20,Store_C,Furniture,29,272.67,7907.43,0,15.8,0
2022-05-20,Store_C,Toys,48,25.63,1230.24,0,22.1,0
2022-05-21,Store_A,Electronics,212,237.81,50415.72,0,22.6,0
2022-05-21,Store_A,Clothing,144,43.58,6275.52,0,38.8,0
2022-05-21,Store_A,Groceries,251,13.09,3285.59,0,26.6,0
2022-05-21,Store_A,Furniture,63,311.39,19617.57,0,27.4,0
2022-05-21,Store_A,Toys,128,26.58,3402.24,1,22.5,0
2022-05-21,Store_B,Electronics,181,239.56,43360.36,0,28.7,0
2022-05-21,Store_B,Clothing,118,46.11,5440.98,0,18.8,0
2022-05-21,Store_B,Groceries,241,10.9,2626.9,0,21.0,0
2022-05-21,Store_B,Furniture,39,297.86,11616.54,0,23.6,0
2022-05-21,Store_B,Toys,132,23.57,3111.24,1,26.0,0
2022-05-21,Store_C,Electronics,120,271.45,32574.0,0,7.1,0
2022-05-21,Store_C,Clothing,89,45.98,4092.22,0,21.0,0
2022-05-21,Store_C,Groceries,220,12.08,2657.6,0,21.3,0
2022-05-21,Store_C,Furniture,50,281.34,14067.0,0,23.0,0
2022-05-21,Store_C,Toys,71,24.48,1738.08,0,12.3,0
2022-05-22,Store_A,Electronics,270,258.59,69819.3,1,18.7,0
2022-05-22,Store_A,Clothing,160,41.35,6616.0,0,21.8,0
2022-05-22,Store_A,Groceries,364,11.86,4317.04,0,29.9,0
2022-05-22,Store_A,Furniture,61,305.59,18640.99,0,16.4,0
2022-05-22,Store_A,Toys,90,24.85,2236.5,0,22.5,0
2022-05-22,Store_B,Electronics,171,226.67,38760.57,0,24.7,0
2022-05-22,Store_B,Clothing,131,49.02,6421.62,0,35.8,0
2022-05-22,Store_B,Groceries,270,12.78,3450.6,0,17.2,0
2022-05-22,Store_B,Furniture,55,305.21,16786.55,0,40.3,0
2022-05-22,Store_B,Toys,87,24.2,2105.4,0,27.1,0
2022-05-22,Store_C,Electronics,118,266.24,31416.32,0,23.3,0
2022-05-22,Store_C,Clothing,82,40.96,3358.72,0,16.0,0
2022-05-22,Store_C,Groceries,223,12.58,2805.34,0,11.2,0
2022-05-22,Store_C,Furniture,41,278.04,11399.64,0,15.2,0
2022-05-22,Store_C,Toys,57,26.46,1508.22,0,25.2,0
2022-05-23,Store_A,Electronics,138,244.84,33787.92,0,13.8,0
2022-05-23,Store_A,Clothing,105,43.59,4576.95,0,13.6,0
2022-05-23,Store_A,Groceries,278,12.65,3516.7,0,30.3,0
2022-05-23,Store_A,Furniture,53,299.61,15879.33,0,18.4,0
2022-05-23,Store_A,Toys,77,23.73,1827.21,0,26.4,0
2022-05-23,Store_B,Electronics,115,234.52,26969.8,0,24.2,0
2022-05-23,Store_B,Clothing,78,47.17,3679.26,0,16.6,0
2022-05-23,Store_B,Groceries,205,12.89,2642.45,0,20.9,0
2022-05-23,Store_B,Furniture,42,311.72,13092.24,0,19.1,0
2022-05-23,Store_B,Toys,59,23.49,1385.91,0,24.6,0
