date,units_sold,price,revenue,promotion,temperature,holiday,year,month,day,day_of_week,is_weekend,quarter,week_of_year,month_sin,month_cos,dow_sin,dow_cos,units_sold_lag_1,units_sold_lag_7,units_sold_roll_mean_7,store_Store_B,store_Store_C,category_Electronics,category_Furniture,category_Groceries,category_Toys
2022-02-06,221,11.62,2568.02,0,26.1,0,2022,2,6,6,1,1,5,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,221.0,318.0,232.14285714285714,False,False,False,False,True,False
2022-02-07,190,13.09,2487.1,0,23.8,0,2022,2,7,0,0,1,6,0.8660254037844386,0.5000000000000001,0.0,1.0,221.0,217.0,218.28571428571428,False,False,False,False,True,False
2022-02-08,206,11.94,2459.64,0,15.1,0,2022,2,8,1,0,1,6,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,190.0,187.0,214.42857142857142,False,False,False,False,True,False
2022-02-09,274,12.63,3460.62,1,26.6,0,2022,2,9,2,0,1,6,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,206.0,210.0,217.14285714285714,False,False,False,False,True,False
2022-02-10,207,13.14,2719.98,0,29.7,0,2022,2,10,3,0,1,6,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,274.0,195.0,226.28571428571428,False,False,False,False,True,False
2022-02-11,151,11.9,1796.9,0,37.3,0,2022,2,11,4,0,1,6,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,207.0,277.0,228.0,False,False,False,False,True,False
2022-02-12,202,11.4,2302.8,0,32.1,0,2022,2,12,5,1,1,6,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,151.0,221.0,210.0,False,False,False,False,True,False
2022-02-13,208,12.84,2670.72,0,19.6,0,2022,2,13,6,1,1,6,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,202.0,221.0,207.28571428571428,False,False,False,False,True,False
2022-02-14,204,12.76,2603.04,0,25.4,0,2022,2,14,0,0,1,7,0.8660254037844386,0.5000000000000001,0.0,1.0,208.0,190.0,205.42857142857142,False,False,False,False,True,False
2022-02-15,158,12.49,1973.42,0,17.6,0,2022,2,15,1,0,1,7,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,204.0,206.0,207.42857142857142,False,False,False,False,True,False
2022-02-16,179,12.91,2310.89,0,19.5,0,2022,2,16,2,0,1,7,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,158.0,274.0,200.57142857142858,False,False,False,False,True,False
2022-02-17,188,12.44,2338.72,0,25.002259852216746,0,2022,2,17,3,0,1,7,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,179.0,207.0,187.0,False,False,False,False,True,False
2022-02-18,143,11.21,1603.03,0,25.0,0,2022,2,18,4,0,1,7,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,188.0,151.0,184.28571428571428,False,False,False,False,True,False
2022-02-19,275,11.91,3275.25,0,35.2,0,2022,2,19,5,1,1,7,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,143.0,202.0,183.14285714285714,False,False,False,False,True,False
2022-02-20,274,12.23,3351.02,0,15.1,0,2022,2,20,6,1,1,7,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,275.0,208.0,193.57142857142858,False,False,False,False,True,False
2022-02-21,206,13.19,2717.14,0,32.1,0,2022,2,21,0,0,1,8,0.8660254037844386,0.5000000000000001,0.0,1.0,274.0,204.0,203.0,False,False,False,False,True,False
2022-02-22,267,12.76,3406.92,1,19.0,0,2022,2,22,1,0,1,8,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,206.0,158.0,203.28571428571428,False,False,False,False,True,False
2022-02-23,193,11.97,2310.21,0,38.6,0,2022,2,23,2,0,1,8,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,267.0,179.0,218.85714285714286,False,False,False,False,True,False
2022-02-24,141,11.17,1574.97,0,21.0,0,2022,2,24,3,0,1,8,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,193.0,188.0,220.85714285714286,False,False,False,False,True,False
2022-02-25,211,13.11,2766.21,0,36.8,0,2022,2,25,4,0,1,8,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,141.0,143.0,214.14285714285714,False,False,False,False,True,False
2022-02-26,250,11.58,2895.0,0,25.7,0,2022,2,26,5,1,1,8,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,211.0,275.0,223.85714285714286,False,False,False,False,True,False
2022-02-27,229,10.96,2509.84,0,23.3,0,2022,2,27,6,1,1,8,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,250.0,274.0,220.28571428571428,False,False,False,False,True,False
2022-02-28,215,11.63,2500.45,0,29.7,0,2022,2,28,0,0,1,9,0.8660254037844386,0.5000000000000001,0.0,1.0,229.0,206.0,213.85714285714286,False,False,False,False,True,False
2022-03-01,172,12.89,2217.08,0,22.0,0,2022,3,1,1,0,1,9,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,215.0,267.0,215.14285714285714,False,False,False,False,True,False
2022-03-02,265,11.41,3023.65,0,28.6,0,2022,3,2,2,0,1,9,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,172.0,193.0,201.57142857142858,False,False,False,False,True,False
2022-03-03,238,12.32,2932.16,0,25.4,0,2022,3,3,3,0,1,9,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,265.0,141.0,211.85714285714286,False,False,False,False,True,False
2022-03-04,294,11.25,3307.5,0,16.9,0,2022,3,4,4,0,1,9,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,238.0,211.0,225.71428571428572,False,False,False,False,True,False
2022-03-05,300,11.86,3558.0,0,26.4,0,2022,3,5,5,1,1,9,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,294.0,250.0,237.57142857142858,False,False,False,False,True,False
2022-03-06,276,12.97,3579.72,0,20.7,0,2022,3,6,6,1,1,9,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,300.0,229.0,244.71428571428572,False,False,False,False,True,False
2022-03-07,268,11.66,3124.88,0,8.2,0,2022,3,7,0,0,1,10,1.0,6.123233995736766e-17,0.0,1.0,276.0,215.0,251.42857142857142,False,False,False,False,True,False
2022-03-08,199,11.96,2380.04,0,16.6,0,2022,3,8,1,0,1,10,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,268.0,172.0,259.0,False,False,False,False,True,False
2022-03-09,291,12.21,3553.11,0,15.2,0,2022,3,9,2,0,1,10,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,199.0,265.0,262.85714285714283,False,False,False,False,True,False
2022-03-10,238,12.68,3017.84,0,31.0,0,2022,3,10,3,0,1,10,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,291.0,238.0,266.57142857142856,False,False,False,False,True,False
2022-03-11,257,12.79,3287.03,0,31.7,0,2022,3,11,4,0,1,10,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,238.0,294.0,266.57142857142856,False,False,False,False,True,False
2022-03-12,328,10.96,3594.88,0,26.3,0,2022,3,12,5,1,1,10,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,257.0,300.0,261.2857142857143,False,False,False,False,True,False
2022-03-13,336,13.09,4398.24,0,21.7,0,2022,3,13,6,1,1,10,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,328.0,276.0,265.2857142857143,False,False,False,False,True,False
2022-03-14,241,12.78,3079.98,0,13.5,0,2022,3,14,0,0,1,11,1.0,6.123233995736766e-17,0.0,1.0,336.0,268.0,273.85714285714283,False,False,False,False,True,False
2022-03-15,231,12.83,2963.73,0,24.0,0,2022,3,15,1,0,1,11,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,241.0,199.0,270.0,False,False,False,False,True,False
2022-03-16,272,11.57,3147.04,0,26.5,0,2022,3,16,2,0,1,11,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,231.0,291.0,274.57142857142856,False,False,False,False,True,False
2022-03-17,232,11.05,2563.6,0,30.1,0,2022,3,17,3,0,1,11,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,272.0,238.0,271.85714285714283,False,False,False,False,True,False
2022-03-18,220,11.12,2446.4,0,19.9,0,2022,3,18,4,0,1,11,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,232.0,257.0,271.0,False,False,False,False,True,False
2022-03-19,370,12.26,4536.2,0,22.0,0,2022,3,19,5,1,1,11,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,220.0,328.0,265.7142857142857,False,False,False,False,True,False
2022-03-20,303,11.35,3439.05,0,17.3,0,2022,3,20,6,1,1,11,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,370.0,336.0,271.7142857142857,False,False,False,False,True,False
2022-03-21,344,10.81,3718.64,1,29.5,0,2022,3,21,0,0,1,12,1.0,6.123233995736766e-17,0.0,1.0,303.0,241.0,267.0,False,False,False,False,True,False
2022-03-22,242,11.46,2773.32,0,20.8,0,2022,3,22,1,0,1,12,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,344.0,231.0,281.7142857142857,False,False,False,False,True,False
2022-03-23,230,11.53,2651.9,0,32.2,0,2022,3,23,2,0,1,12,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,242.0,272.0,283.2857142857143,False,False,False,False,True,False
2022-03-24,230,10.98,2525.4,0,21.8,0,2022,3,24,3,0,1,12,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,230.0,232.0,277.2857142857143,False,False,False,False,True,False
2022-03-25,237,12.81,3035.97,0,29.0,0,2022,3,25,4,0,1,12,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,230.0,220.0,277.0,False,False,False,False,True,False
2022-03-26,465,11.31,5259.15,1,20.4,0,2022,3,26,5,1,1,12,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,237.0,370.0,279.42857142857144,False,False,False,False,True,False
2022-03-27,342,13.15,4497.3,0,19.9,0,2022,3,27,6,1,1,12,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,465.0,303.0,293.0,False,False,False,False,True,False
2022-03-28,250,10.94,2735.0,0,17.1,0,2022,3,28,0,0,1,13,1.0,6.123233995736766e-17,0.0,1.0,342.0,344.0,298.57142857142856,False,False,False,False,True,False
2022-03-29,229,12.41,2841.89,0,1.7,0,2022,3,29,1,0,1,13,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,250.0,242.0,285.14285714285717,False,False,False,False,True,False
2022-03-30,243,11.36,2760.48,0,26.9,0,2022,3,30,2,0,1,13,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,229.0,230.0,283.2857142857143,False,False,False,False,True,False
2022-03-31,258,11.41,2943.78,0,29.0,0,2022,3,31,3,0,1,13,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,243.0,230.0,285.14285714285717,False,False,False,False,True,False
2022-04-01,257,11.91,3060.87,0,9.4,0,2022,4,1,4,0,2,13,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,258.0,237.0,289.14285714285717,False,False,False,False,True,False
2022-04-02,250,12.72,3180.0,0,20.8,0,2022,4,2,5,1,2,13,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,257.0,465.0,292.0,False,False,False,False,True,False
2022-04-03,341,11.64,3969.24,0,29.8,0,2022,4,3,6,1,2,13,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,250.0,342.0,261.2857142857143,False,False,False,False,True,False
2022-04-04,252,11.27,2840.04,0,25.002259852216746,0,2022,4,4,0,0,2,14,0.8660254037844387,-0.4999999999999998,0.0,1.0,341.0,250.0,261.14285714285717,False,False,False,False,True,False
2022-04-05,228,12.78,2913.84,0,23.9,0,2022,4,5,1,0,2,14,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,252.0,229.0,261.42857142857144,False,False,False,False,True,False
2022-04-06,242,13.06,3160.52,0,21.6,0,2022,4,6,2,0,2,14,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,228.0,243.0,261.2857142857143,False,False,False,False,True,False
2022-04-07,219,11.08,2426.52,0,25.6,0,2022,4,7,3,0,2,14,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,242.0,258.0,261.14285714285717,False,False,False,False,True,False
2022-04-08,244,12.05,2940.2,0,25.1,0,2022,4,8,4,0,2,14,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,219.0,257.0,255.57142857142858,False,False,False,False,True,False
2022-04-09,329,10.89,3582.81,0,20.9,0,2022,4,9,5,1,2,14,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,244.0,250.0,253.71428571428572,False,False,False,False,True,False
2022-04-10,282,12.07,3403.74,0,30.6,0,2022,4,10,6,1,2,14,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,329.0,341.0,265.0,False,False,False,False,True,False
2022-04-11,233,13.19,3073.27,0,26.7,0,2022,4,11,0,0,2,15,0.8660254037844387,-0.4999999999999998,0.0,1.0,282.0,252.0,256.57142857142856,False,False,False,False,True,False
2022-04-12,257,13.04,3351.28,0,30.9,0,2022,4,12,1,0,2,15,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,233.0,228.0,253.85714285714286,False,False,False,False,True,False
2022-04-13,378,11.72,4430.16,1,24.8,0,2022,4,13,2,0,2,15,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,257.0,242.0,258.0,False,False,False,False,True,False
2022-04-14,234,10.82,2531.88,0,33.8,0,2022,4,14,3,0,2,15,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,378.0,219.0,277.42857142857144,False,False,False,False,True,False
2022-04-15,340,12.7,4318.0,1,45.0,0,2022,4,15,4,0,2,15,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,234.0,244.0,279.57142857142856,False,False,False,False,True,False
2022-04-16,359,11.96,4293.64,0,37.3,0,2022,4,16,5,1,2,15,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,340.0,329.0,293.2857142857143,False,False,False,False,True,False
2022-04-17,484,12.94,6262.96,1,20.5,0,2022,4,17,6,1,2,15,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,359.0,282.0,297.57142857142856,False,False,False,False,True,False
2022-04-18,237,12.52,2967.24,0,19.0,0,2022,4,18,0,0,2,16,0.8660254037844387,-0.4999999999999998,0.0,1.0,484.0,233.0,326.42857142857144,False,False,False,False,True,False
2022-04-19,245,11.98,2935.1,0,15.1,0,2022,4,19,1,0,2,16,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,237.0,257.0,327.0,False,False,False,False,True,False
2022-04-20,276,11.89,3281.64,0,26.1,0,2022,4,20,2,0,2,16,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,245.0,378.0,325.2857142857143,False,False,False,False,True,False
2022-04-21,277,11.54,3196.58,0,34.8,0,2022,4,21,3,0,2,16,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,276.0,234.0,310.7142857142857,False,False,False,False,True,False
2022-04-22,241,12.74,3070.34,0,17.9,0,2022,4,22,4,0,2,16,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,277.0,340.0,316.85714285714283,False,False,False,False,True,False
2022-04-23,332,12.39,4113.48,0,20.3,0,2022,4,23,5,1,2,16,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,241.0,359.0,302.7142857142857,False,False,False,False,True,False
2022-04-24,311,12.25,3809.75,0,25.9,0,2022,4,24,6,1,2,16,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,332.0,484.0,298.85714285714283,False,False,False,False,True,False
2022-04-25,214,11.47,2454.58,0,35.7,0,2022,4,25,0,0,2,17,0.8660254037844387,-0.4999999999999998,0.0,1.0,311.0,237.0,274.14285714285717,False,False,False,False,True,False
2022-04-26,293,12.53,3671.29,0,25.3,0,2022,4,26,1,0,2,17,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,214.0,245.0,270.85714285714283,False,False,False,False,True,False
2022-04-27,246,11.85,2915.1,0,19.0,0,2022,4,27,2,0,2,17,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,293.0,276.0,277.7142857142857,False,False,False,False,True,False
2022-04-28,242,11.98,2899.16,0,32.8,0,2022,4,28,3,0,2,17,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,246.0,277.0,273.42857142857144,False,False,False,False,True,False
2022-04-29,378,12.62,4770.36,1,33.2,0,2022,4,29,4,0,2,17,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,242.0,241.0,268.42857142857144,False,False,False,False,True,False
2022-04-30,292,13.14,3836.88,0,24.1,0,2022,4,30,5,1,2,17,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,378.0,332.0,288.0,False,False,False,False,True,False
2022-05-01,379,12.39,4695.81,1,19.7,0,2022,5,1,6,1,2,17,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,292.0,311.0,282.2857142857143,False,False,False,False,True,False
2022-05-02,228,12.55,2861.4,0,21.3,0,2022,5,2,0,0,2,18,0.49999999999999994,-0.8660254037844387,0.0,1.0,379.0,214.0,292.0,False,False,False,False,True,False
2022-05-03,278,11.79,3277.62,0,15.3,0,2022,5,3,1,0,2,18,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,228.0,293.0,294.0,False,False,False,False,True,False
2022-05-04,241,12.47,3005.27,0,13.8,0,2022,5,4,2,0,2,18,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,278.0,246.0,291.85714285714283,False,False,False,False,True,False
2022-05-05,319,11.6,3700.4,1,26.5,0,2022,5,5,3,0,2,18,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,241.0,242.0,291.14285714285717,False,False,False,False,True,False
2022-05-06,303,11.14,3375.42,1,37.3,0,2022,5,6,4,0,2,18,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,319.0,378.0,302.14285714285717,False,False,False,False,True,False
2022-05-07,314,11.82,3711.48,0,15.7,0,2022,5,7,5,1,2,18,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,303.0,292.0,291.42857142857144,False,False,False,False,True,False
2022-05-08,349,10.82,3776.18,0,23.4,0,2022,5,8,6,1,2,18,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,314.0,379.0,294.57142857142856,False,False,False,False,True,False
2022-05-09,297,12.0,3564.0,0,39.7,0,2022,5,9,0,0,2,19,0.49999999999999994,-0.8660254037844387,0.0,1.0,349.0,228.0,290.2857142857143,False,False,False,False,True,False
2022-05-10,214,11.32,2422.48,0,17.8,0,2022,5,10,1,0,2,19,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,297.0,278.0,300.14285714285717,False,False,False,False,True,False
2022-05-11,229,11.94,2734.26,0,31.8,0,2022,5,11,2,0,2,19,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,214.0,241.0,291.0,False,False,False,False,True,False
2022-05-12,287,12.47,3578.89,0,9.4,0,2022,5,12,3,0,2,19,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,229.0,319.0,289.2857142857143,False,False,False,False,True,False
2022-05-13,288,12.4,3571.2,0,34.8,0,2022,5,13,4,0,2,19,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,287.0,303.0,284.7142857142857,False,False,False,False,True,False
2022-05-14,325,13.15,4273.75,0,31.9,0,2022,5,14,5,1,2,19,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,288.0,314.0,282.57142857142856,False,False,False,False,True,False
2022-05-15,324,11.91,3858.84,0,11.6,0,2022,5,15,6,1,2,19,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,325.0,349.0,284.14285714285717,False,False,False,False,True,False
2022-05-16,252,12.24,3084.48,0,25.5,0,2022,5,16,0,0,2,20,0.49999999999999994,-0.8660254037844387,0.0,1.0,324.0,297.0,280.57142857142856,False,False,False,False,True,False
2022-05-17,328,11.86,3890.08,1,44.6,0,2022,5,17,1,0,2,20,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,252.0,214.0,274.14285714285717,False,False,False,False,True,False
2022-05-18,222,10.91,2422.02,0,17.2,0,2022,5,18,2,0,2,20,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,328.0,229.0,290.42857142857144,False,False,False,False,True,False
2022-05-19,274,12.74,3490.76,0,31.1,0,2022,5,19,3,0,2,20,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,222.0,287.0,289.42857142857144,False,False,False,False,True,False
2022-05-20,248,10.82,2683.36,0,23.0,0,2022,5,20,4,0,2,20,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,274.0,288.0,287.57142857142856,False,False,False,False,True,False
2022-05-21,251,13.09,3285.59,0,26.6,0,2022,5,21,5,1,2,20,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,248.0,325.0,281.85714285714283,False,False,False,False,True,False
2022-05-22,364,11.86,4317.04,0,29.9,0,2022,5,22,6,1,2,20,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,251.0,324.0,271.2857142857143,False,False,False,False,True,False
2022-05-23,278,12.65,3516.7,0,30.3,0,2022,5,23,0,0,2,21,0.49999999999999994,-0.8660254037844387,0.0,1.0,364.0,252.0,277.0,False,False,False,False,True,False
2022-05-24,222,12.48,2770.56,0,22.1,0,2022,5,24,1,0,2,21,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,278.0,328.0,280.7142857142857,False,False,False,False,True,False
2022-05-25,264,12.68,3347.52,0,36.6,0,2022,5,25,2,0,2,21,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,222.0,222.0,265.57142857142856,False,False,False,False,True,False
2022-05-26,259,11.28,2921.52,0,18.5,0,2022,5,26,3,0,2,21,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,264.0,274.0,271.57142857142856,False,False,False,False,True,False
2022-05-27,229,11.3,2587.7,0,26.5,0,2022,5,27,4,0,2,21,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,259.0,248.0,269.42857142857144,False,False,False,False,True,False
2022-05-28,232,11.45,2656.4,0,29.4,0,2022,5,28,5,1,2,21,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,229.0,251.0,266.7142857142857,False,False,False,False,True,False
2022-05-29,439,11.6,5092.4,1,25.0,0,2022,5,29,6,1,2,21,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,232.0,364.0,264.0,False,False,False,False,True,False
2022-05-30,252,11.99,3021.48,0,22.0,0,2022,5,30,0,0,2,22,0.49999999999999994,-0.8660254037844387,0.0,1.0,439.0,278.0,274.7142857142857,False,False,False,False,True,False
2022-05-31,242,12.05,2916.1,0,33.2,0,2022,5,31,1,0,2,22,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,252.0,222.0,271.0,False,False,False,False,True,False
2022-06-01,356,12.68,4514.08,1,33.0,0,2022,6,1,2,0,2,22,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,242.0,264.0,273.85714285714283,False,False,False,False,True,False
2022-06-02,273,11.7,3194.1,0,23.7,0,2022,6,2,3,0,2,22,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,356.0,259.0,287.0,False,False,False,False,True,False
2022-06-03,307,11.7,3591.9,0,18.7,0,2022,6,3,4,0,2,22,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,273.0,229.0,289.0,False,False,False,False,True,False
2022-06-04,546,11.67,6371.82,1,10.2,0,2022,6,4,5,1,2,22,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,307.0,232.0,300.14285714285717,False,False,False,False,True,False
2022-06-05,421,11.84,4984.64,0,1.5,0,2022,6,5,6,1,2,22,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,546.0,439.0,345.0,False,False,False,False,True,False
2022-06-06,304,11.65,3541.6,0,23.6,0,2022,6,6,0,0,2,23,1.2246467991473532e-16,-1.0,0.0,1.0,421.0,252.0,342.42857142857144,False,False,False,False,True,False
2022-06-07,320,12.95,4144.0,0,24.7,0,2022,6,7,1,0,2,23,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,304.0,242.0,349.85714285714283,False,False,False,False,True,False
2022-06-08,273,11.49,3136.77,0,20.0,0,2022,6,8,2,0,2,23,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,320.0,356.0,361.0,False,False,False,False,True,False
2022-06-09,332,10.81,3588.92,0,18.3,0,2022,6,9,3,0,2,23,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,273.0,273.0,349.14285714285717,False,False,False,False,True,False
2022-06-10,297,11.94,3546.18,0,34.3,0,2022,6,10,4,0,2,23,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,332.0,307.0,357.57142857142856,False,False,False,False,True,False
2022-06-11,399,11.35,4528.65,0,23.7,0,2022,6,11,5,1,2,23,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,297.0,546.0,356.14285714285717,False,False,False,False,True,False
2022-06-12,378,12.22,4619.16,0,31.9,0,2022,6,12,6,1,2,23,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,399.0,421.0,335.14285714285717,False,False,False,False,True,False
2022-06-13,334,11.12,3714.08,0,29.5,0,2022,6,13,0,0,2,24,1.2246467991473532e-16,-1.0,0.0,1.0,378.0,304.0,329.0,False,False,False,False,True,False
2022-06-14,302,12.9,3895.8,0,31.2,0,2022,6,14,1,0,2,24,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,334.0,320.0,333.2857142857143,False,False,False,False,True,False
2022-06-15,308,12.2,3757.6,0,19.8,0,2022,6,15,2,0,2,24,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,302.0,273.0,330.7142857142857,False,False,False,False,True,False
2022-06-16,236,12.66,2987.76,0,22.0,0,2022,6,16,3,0,2,24,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,308.0,332.0,335.7142857142857,False,False,False,False,True,False
2022-06-17,320,12.02,3846.4,0,25.002259852216746,0,2022,6,17,4,0,2,24,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,236.0,297.0,322.0,False,False,False,False,True,False
2022-06-18,451,11.28,5087.28,0,21.4,0,2022,6,18,5,1,2,24,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,320.0,399.0,325.2857142857143,False,False,False,False,True,False
2022-06-19,379,12.11,4589.69,0,13.1,0,2022,6,19,6,1,2,24,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,451.0,378.0,332.7142857142857,False,False,False,False,True,False
